AccountAge,MonthlyCharges,TotalCharges,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,UserRating,SupportTicketsPerMonth,WatchlistSize,SubscriptionType_Basic,SubscriptionType_Premium,SubscriptionType_Standard,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaperlessBilling_No,PaperlessBilling_Yes,ContentType_Both,ContentType_Movies,ContentType_TV Shows,MultiDeviceAccess_No,MultiDeviceAccess_Yes,DeviceRegistered_Computer,DeviceRegistered_Mobile,DeviceRegistered_TV,DeviceRegistered_Tablet,GenrePreference_Action,GenrePreference_Comedy,GenrePreference_Drama,GenrePreference_Fantasy,GenrePreference_Sci-Fi,Gender_Female,Gender_Male,ParentalControl_No,ParentalControl_Yes,SubtitlesEnabled_No,SubtitlesEnabled_Yes
1.672930513871588,1.0669863189850508,2.427462176840002,1.1637056880515606,-1.517544717375552,1.2830956712509358,-0.21446122254114688,0.17283103740615527,0.41569398175482053,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True
0.5609442239370928,0.11221689603924927,0.5396243626725102,-1.3122973824780855,1.2689734032072235,0.035247882867925816,0.7774533055296977,0.5206276826167008,-0.0007148265067613595,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True
0.5609442239370928,-0.15426251021791598,0.3635816666984477,-0.7435651619941285,0.11942118617681086,1.005796162721378,-1.5107759136361838,-0.870558898225481,-0.9723353791171191,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True
-1.10703521096465,1.6183419625939774,-0.6138397439455884,-0.1880750034787722,0.2231375748038979,1.5603951797804938,0.878026306171438,-0.870558898225481,-1.666350059553089,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True
-1.1655608051717288,0.07860246454964666,-0.9467400071487497,-0.9451580141214452,0.8183114245942487,1.3524205483833254,1.3190718057825543,-0.5227622530149356,1.3873145343651783,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False
1.497353731250352,1.080665332341168,2.241670732646882,0.41467327688889866,-0.7883293266090037,-0.5886760113235793,-1.466113277500748,1.2162209730377915,-0.0007148265067613595,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0.5316814268335535,-0.24052191860402028,0.28444901789596155,-0.5407703970226326,1.078164858425225,0.38187226852987305,0.6982824462272059,-0.870558898225481,-0.5559265708555372,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True
-1.3118747906894255,-1.1230300008215472,-1.22154787875201,0.6598400696662001,0.10504065266812371,1.5603951797804938,-1.4889914640330635,-1.566152188646572,0.8321027900164024,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True
0.18052786159108128,0.9948643385132093,0.7005043202330743,1.5885453003463488,0.36597687338245,-1.628549168309421,1.209357898703995,0.17283103740615527,0.8321027900164024,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True
1.087674571800801,0.6983033317783152,1.4667779391133189,-1.5613703893902526,0.2914250884476476,-1.2125999055150842,1.06136275721459,0.8684243278272462,-1.249941251291507,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False
-0.3754652833761663,1.6357414157554555,0.3352998501680382,1.506704620246271,1.5054487340986324,1.0751210398537676,-0.010291148509741199,0.17283103740615527,0.5544969178420145,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True
