AccountAge,MonthlyCharges,TotalCharges,ViewingHoursPerWeek,ContentDownloadsPerMonth,UserRating,SupportTicketsPerMonth,WatchlistSize,ValuePerHour,Support_Intensity,SubscriptionType_Basic,SubscriptionType_Premium,SubscriptionType_Standard,DeviceRegistered_Computer,DeviceRegistered_Mobile,DeviceRegistered_TV,DeviceRegistered_Tablet,High_Cost_Low_Usage_0,High_Cost_Low_Usage_1
1.672930513871588,1.0669863189850508,2.427462176840002,1.1637056880515606,1.2830956712509358,-0.21446122254114688,0.17283103740615527,0.41569398175482053,-0.38903390264744286,-0.3466462069585069,True,False,False,False,False,True,False,True,False
0.5609442239370928,0.11221689603924927,0.5396243626725102,-1.3122973824780855,0.035247882867925816,0.7774533055296977,0.5206276826167008,-0.0007148265067613595,0.6209130942266621,-0.2544197575233597,True,False,False,False,True,False,False,False,True
0.5609442239370928,-0.15426251021791598,0.3635816666984477,-0.7435651619941285,1.005796162721378,-1.5107759136361838,-0.870558898225481,-0.9723353791171191,-0.12012385057642518,-0.3957537969174814,False,True,False,False,False,True,False,True,False
-1.10703521096465,1.6183419625939774,-0.6138397439455884,-0.1880750034787722,1.5603951797804938,0.878026306171438,-0.870558898225481,-1.666350059553089,-0.06975441641811558,-0.22062248723346103,False,False,True,False,False,True,False,False,True
-1.1655608051717288,0.07860246454964666,-0.9467400071487497,-0.9451580141214452,1.3524205483833254,1.3190718057825543,-0.5227622530149356,1.3873145343651783,0.06817879654999671,-0.06260927548848029,True,False,False,False,True,False,False,False,True
1.497353731250352,1.080665332341168,2.241670732646882,0.41467327688889866,-0.5886760113235793,-1.466113277500748,1.2162209730377915,-0.0007148265067613595,-0.2888162042084204,-0.26451504605151127,True,False,False,True,False,False,False,True,False
0.5316814268335535,-0.24052191860402028,0.28444901789596155,-0.5407703970226326,0.38187226852987305,0.6982824462272059,-0.870558898225481,-0.5559265708555372,-0.22421410057108151,-0.39485927768080975,False,True,False,False,True,False,False,True,False
-1.3118747906894255,-1.1230300008215472,-1.22154787875201,0.6598400696662001,1.5603951797804938,-1.4889914640330635,-1.566152188646572,0.8321027900164024,-0.5259807432623965,-0.4664208166145422,False,True,False,False,False,True,False,True,False
0.18052786159108128,0.9948643385132093,0.7005043202330743,1.5885453003463488,-1.628549168309421,1.209357898703995,0.17283103740615527,0.8321027900164024,-0.4305469527302193,-0.25547448916062926,True,False,False,False,False,False,True,True,False
1.087674571800801,0.6983033317783152,1.4667779391133189,-1.5613703893902526,-1.2125999055150842,1.06136275721459,0.8684243278272462,-1.249941251291507,2.3447760599967387,-0.26451504605151127,True,False,False,False,True,False,False,False,True
